,clust,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Education,Vehicle Size
4805,1,4139.89767,35945,105,14,25,0,1,756.0,0,2
4806,1,7627.660848,93004,63,31,2,0,2,205.957043,1,1
4807,2,6162.369756,0,89,4,24,0,4,941.347502,3,1
4808,0,25807.063,71210,214,8,89,1,2,1027.2,1,2
4809,0,15506.9278,99159,190,7,14,0,5,912.0,1,0
4810,1,5757.489397,81491,72,21,24,0,3,61.715527,1,1
4811,2,39365.296160000005,99875,108,12,37,0,2,114.97291399999999,4,1
4812,2,5555.492159,51705,139,26,79,0,1,545.291103,3,1
4813,0,23893.3041,39837,201,11,63,0,2,381.30699599999997,0,1
4814,1,9594.78115,31421,81,5,95,0,2,388.8,1,1
4815,1,5411.936509,81531,135,23,50,0,1,420.434259,0,2
4816,1,5318.89664,25134,67,3,0,0,6,321.6,0,2
4817,1,7731.713059000001,37386,97,1,4,0,3,465.6,1,0
4818,1,2004.350666,0,66,16,35,4,1,316.8,1,2
4819,1,5510.965059,99553,68,14,85,0,6,111.586995,1,1
4820,0,11158.12643,0,161,19,71,0,9,1159.2,0,2
4821,2,5390.27165,70705,69,31,61,2,6,272.024652,3,1
4822,1,2658.217729,22724,69,21,39,0,1,9.424667999999999,1,1
4823,1,8826.611996,26320,111,3,92,0,9,603.819794,1,0
4824,1,4713.404622999999,0,69,7,90,0,8,806.534801,0,1
4825,1,2393.9153690000003,0,70,24,10,0,1,425.266308,1,1
4826,1,11895.18188,88218,99,9,25,0,2,50.32306,1,0
4827,2,5580.960642,25180,70,21,44,0,9,235.895575,4,1
4828,1,8617.550432,48091,108,30,66,0,9,132.04149099999998,0,1
4829,2,3940.123576,92539,100,1,55,0,1,25.713622,3,1
4830,1,2448.765205,40658,61,24,79,1,1,38.379869,0,1
4831,1,4439.677708,75453,112,6,90,0,1,163.9498,0,1
4832,1,2534.946955,94003,64,14,39,0,1,307.2,1,1
4833,0,17420.56565,31737,218,17,2,0,3,1046.4,4,1
4834,1,2393.9153690000003,0,70,24,10,0,1,425.266308,1,1
4835,2,2681.332102,0,71,2,94,1,1,340.8,3,2
4836,0,4272.80504,0,114,0,75,0,1,1343.619461,1,2
4837,0,15284.33065,48885,190,31,90,0,9,1090.122048,0,1
4838,1,20186.34693,0,79,14,22,0,2,379.2,0,1
4839,1,4984.618654999999,86305,62,1,99,0,5,80.73124,0,1
4840,1,5246.278375,28909,66,15,66,0,8,456.70273499999996,0,1
4841,0,8827.229838,0,123,35,38,1,3,1088.3837800000001,3,1
4842,1,3269.013926,26140,84,23,37,1,1,403.2,1,2
4843,1,16979.79757,35095,73,25,56,0,2,525.6,0,2
4844,1,2479.920134,31678,63,7,3,0,1,76.629988,0,1
4845,2,7200.566588,28245,62,0,16,0,2,297.6,4,1
4846,1,7917.119912,0,72,0,97,0,2,345.6,0,1
4847,0,24061.110480000003,19168,106,12,54,1,2,508.8,3,1
4848,0,19160.98994,22705,239,19,59,0,7,1294.700423,4,1
4849,1,23295.06014,86481,65,9,69,0,2,189.97126699999998,1,2
4850,1,7553.936525,38008,68,12,40,4,2,321.789644,2,1
4851,1,2405.618791,63032,61,5,79,0,1,404.550554,1,1
4852,1,4865.371797,27228,129,19,61,4,1,238.262773,1,1
4853,1,16388.095419999998,0,68,5,4,1,2,483.57815899999997,0,0
4854,1,2611.14858,13424,71,30,78,0,1,340.8,0,1
4855,1,8688.754812000001,59098,110,31,73,0,3,665.931223,1,1
4856,0,13736.1325,16181,181,22,79,0,8,1261.319869,4,1
4857,2,8564.768226,95697,107,29,29,0,9,178.006524,3,1
4858,1,7019.177186,26806,63,32,19,0,2,302.4,1,1
4859,2,8114.409136,30595,69,22,36,0,2,446.08475999999996,3,1
4860,1,4864.382304,88079,61,16,37,0,3,121.88813999999999,1,1
4861,1,8569.422637,99803,71,1,67,0,2,189.143402,0,2
4862,0,17793.607969999997,0,118,26,43,0,2,1118.9906939999998,3,0
4863,0,12944.18562,0,191,27,49,0,3,1375.2,0,1
4864,1,2649.207711,36283,68,14,63,1,1,291.410965,1,1
4865,1,4582.899414,66991,115,1,71,0,1,399.617715,0,1
4866,1,2691.70088,34322,70,20,46,2,1,336.0,0,1
4867,1,2466.376803,44855,63,3,71,1,1,103.607499,1,1
4868,1,9277.472901000001,97729,115,4,48,1,7,221.04758399999997,0,0
4869,2,4142.561212,48263,104,2,32,0,1,674.863718,3,2
4870,1,27990.271589999997,68343,79,20,78,0,2,379.2,0,1
4871,2,9409.143498000001,76847,118,16,52,0,3,31.585009999999997,4,1
4872,2,2581.022016,35795,65,25,53,0,1,312.0,3,1
4873,1,7637.111954000001,0,71,1,29,0,2,340.8,0,0
4874,2,2471.077732,53074,61,5,86,0,1,268.773368,3,1
4875,1,2302.818965,0,63,13,48,0,1,732.638975,1,0
4876,1,8716.368951999999,28743,112,9,13,0,3,537.6,0,1
4877,1,5207.985921,81839,65,23,39,1,4,74.666163,1,1
4878,1,2719.506996,14030,72,11,3,0,1,345.6,1,0
4879,1,2452.726922,32764,61,30,23,0,1,292.953446,1,2
4880,2,3829.090645,74775,95,18,35,0,1,676.658911,4,2
4881,1,8873.525122,53503,114,3,43,0,7,547.2,0,1
4882,0,15925.05739,34455,135,8,69,0,2,648.0,1,1
4883,2,2952.360309,52198,74,2,62,0,1,355.2,3,2
4884,1,15923.955030000001,64429,133,1,58,2,2,222.080015,1,1
4885,2,7285.030983,44788,61,6,48,0,2,386.031248,3,2
4886,1,13104.30284,30130,110,22,12,0,2,528.0,0,2
4887,1,2436.8393579999997,0,65,34,84,0,1,149.241472,1,0
4888,0,9350.872287,0,275,3,64,1,1,1980.0,3,1
4889,2,9035.671134,34337,113,20,44,0,9,542.4,3,0
4890,0,17250.74771,22276,111,19,73,1,2,783.211084,3,1
4891,1,2549.080421,52980,64,33,93,0,1,191.945693,1,0
4892,1,8954.840118,97736,74,19,22,0,2,60.090984,0,1
4893,1,2467.97792,0,67,0,14,0,1,222.90346200000002,1,1
4894,2,7700.619936,0,73,18,16,1,2,792.8684480000001,3,1
4895,1,3776.6655060000003,68727,94,19,76,0,1,386.520235,1,0
4896,1,8044.872393000001,71391,67,29,39,0,2,284.000172,0,1
4897,1,5029.671927,62271,63,30,52,0,3,25.478179,1,1
4898,0,19957.79034,0,187,1,7,0,2,1346.4,3,0
4899,2,6179.699689,0,86,12,96,0,8,412.8,3,1
4900,1,5678.050167,0,76,8,44,0,3,364.8,0,2
4901,1,4089.429492,28506,104,27,37,0,1,499.2,1,2
4902,2,3142.87734,0,86,17,35,0,1,412.8,3,2
4903,0,22895.34606,0,94,14,17,0,2,676.8,0,1
4904,2,5586.893159,94161,69,0,65,0,4,108.989737,2,1
4905,1,12105.29422,33345,102,34,37,0,2,694.078608,1,1
4906,0,11971.97765,64195,158,0,27,4,6,618.288849,1,1
4907,0,15328.457230000002,0,138,1,34,0,2,688.828746,1,2
4908,1,5424.256733,67414,68,7,37,0,8,148.778455,0,1
4909,2,4981.825724,33176,63,22,75,0,3,302.4,3,1
4910,0,14635.45158,0,139,5,56,0,2,667.2,0,1
4911,1,6862.866306,56779,86,21,16,0,3,435.388932,1,1
4912,0,13745.048019999998,40810,114,8,14,0,2,780.378964,1,1
4913,2,8111.651948000001,30622,68,22,86,0,2,326.4,3,2
4914,2,22712.02364,14119,67,4,53,0,2,68.019973,2,1
4915,0,56675.937679999995,77237,283,33,93,0,2,1358.4,1,1
4916,1,8160.587729000001,24980,71,34,14,0,2,511.2,1,1
4917,2,3919.3667219999998,66676,97,0,40,0,1,558.099357,3,2
4918,2,7286.155383,0,69,4,83,1,2,669.716478,3,2
4919,2,7589.634,0,69,30,97,0,2,331.2,3,2
4920,1,9032.370378,0,82,24,21,0,2,157.208336,0,1
4921,1,5555.556089,41853,71,17,51,0,3,155.511553,0,1
4922,1,8257.666512,23815,73,4,47,0,2,424.330166,0,1
4923,1,2721.7497559999997,22885,73,20,46,0,1,386.245297,0,1
4924,2,5230.092742,32630,66,26,40,0,3,202.961374,3,1
4925,1,6273.911874,18577,86,21,76,0,6,412.8,1,1
4926,2,5866.068903,75952,73,5,17,0,3,350.4,3,1
4927,1,8802.188243,96390,73,17,47,0,2,316.97758799999997,0,1
4928,1,8722.895091,25680,73,10,93,0,2,332.40907000000004,1,1
4929,1,8178.521898999999,0,112,17,29,0,7,806.4,0,1
4930,0,43217.21611,51504,220,30,99,0,2,2552.343856,3,1
4931,2,2442.216651,0,74,15,9,3,1,532.8,3,1
4932,2,2919.710443,41456,73,11,19,0,1,257.380112,4,1
4933,2,6366.225775,44368,80,5,72,0,3,384.0,3,0
4934,2,17114.32815,70961,85,19,8,0,2,408.0,4,2
4935,2,2395.57,21986,63,1,9,0,1,333.69622799999996,2,1
4936,1,2987.949471,0,83,14,22,0,1,708.693556,1,1
4937,2,12780.276000000002,33514,105,33,2,0,2,265.215014,4,1
4938,1,3906.669584,60230,98,13,91,0,1,8.129056,1,2
4939,2,2594.591182,0,70,17,47,1,1,494.19687300000004,3,1
4940,1,5267.848664,40818,66,6,3,0,6,316.8,1,1
4941,1,9095.049868,37937,116,11,42,0,5,556.8,1,1
4942,1,7122.273163,64571,89,34,91,0,6,452.11560099999997,1,2
4943,1,9117.441695,0,126,29,61,0,3,421.906803,0,1
4944,0,41075.42879,21988,209,12,62,0,2,1003.2,1,1
4945,2,3486.699561,0,95,12,5,0,1,684.0,3,1
4946,1,7297.687812,24672,93,9,44,0,9,669.6,0,1
4947,2,2502.209885,0,74,26,95,1,1,355.2,3,1
4948,1,9955.490834999999,0,96,1,79,0,2,460.8,0,0
4949,1,7094.158873,72878,61,0,58,2,2,45.463345000000004,0,1
4950,1,12280.766609999999,88340,102,16,1,0,2,489.6,1,1
4951,1,5773.90039,52278,73,31,91,0,3,234.997994,0,1
4952,0,4904.894731,12902,139,3,51,0,1,667.2,1,1
4953,1,3423.822189,99816,86,0,0,0,1,172.91303100000002,1,1
4954,1,2689.16845,26554,68,18,86,1,1,391.687368,1,2
4955,2,3109.007806,77485,77,0,87,0,1,355.909266,3,1
4956,1,22425.25604,22537,64,24,87,1,2,307.2,1,1
4957,2,5705.547071,76522,71,31,71,0,6,340.8,3,1
4958,1,2063.387895,0,64,22,34,3,1,602.911057,1,2
4959,2,5096.673223,22886,65,9,81,0,3,312.0,4,2
4960,2,4101.935985,0,115,1,34,0,1,552.0,3,1
4961,2,2537.929538,25506,65,10,16,0,1,312.0,3,1
4962,0,3651.6924700000004,0,110,7,70,0,1,1265.387328,3,0
4963,1,10014.05568,0,98,19,17,1,2,705.6,1,2
4964,0,6758.807188,0,191,22,38,0,1,2042.569089,3,1
4965,1,5205.90965,0,72,18,91,0,9,345.6,1,1
4966,2,2847.965582,96357,71,4,69,1,1,238.24510299999997,3,1
4967,0,11513.35549,16266,100,11,23,0,2,1177.3235339999999,1,1
4968,2,7588.35586,76516,95,13,15,0,9,661.008979,3,1
4969,1,2389.310128,20484,61,3,89,0,1,181.21831699999998,1,1
4970,2,5066.827444,40215,64,11,22,0,3,98.480884,4,1
4971,0,36860.90798,22854,122,28,53,0,2,878.4,0,2
4972,2,3961.58618,0,118,6,34,1,1,264.642948,3,1
4973,2,8476.806559999999,55217,107,9,9,2,9,696.115596,3,1
4974,1,10110.769970000001,76276,86,24,19,0,2,93.309811,1,0
4975,1,2476.480866,47918,62,2,51,0,1,246.25664799999998,1,1
4976,1,4462.9970060000005,0,73,35,52,3,5,350.4,0,1
4977,1,3141.252909,43499,80,8,44,0,1,529.490007,1,1
4978,2,2496.140812,0,72,14,58,0,1,518.4,3,1
4979,1,6861.278936,0,71,11,21,3,2,476.19735499999996,1,1
4980,1,4983.178714,21497,128,31,58,0,1,614.4,0,1
4981,2,2227.072755,27972,61,7,38,0,1,292.8,3,1
4982,2,9670.181104000001,20942,84,12,59,0,2,403.2,4,1
4983,1,5088.687654,0,71,31,52,0,4,511.2,0,2
4984,2,7095.134789,74298,177,9,81,0,1,161.537767,3,1
4985,0,5437.908293,23339,138,8,31,0,1,666.307195,1,1
4986,1,5033.693296,77031,125,17,17,0,1,600.0,1,1
4987,1,14019.83314,31739,71,10,29,0,2,469.882367,1,2
4988,2,4877.61238,0,66,4,30,0,5,420.39344000000006,3,1
4989,1,3449.494119,25236,89,2,26,0,1,427.2,0,1
4990,1,3771.617797,0,103,25,16,1,1,685.227276,1,1
4991,1,5824.817365999999,40964,74,7,57,0,8,355.2,0,0
4992,2,4379.92784,40896,109,3,61,0,1,319.294289,2,1
4993,1,5793.157728,95733,72,19,82,0,3,475.423848,0,2
4994,2,2725.680297,39161,71,8,84,3,1,340.8,3,1
4995,2,5790.565333,84551,72,10,82,0,5,28.92584,4,0
4996,0,8502.237137,12843,111,6,47,0,3,1143.494486,0,2
4997,1,2476.588891,71551,62,10,19,0,1,297.6,1,1
4998,1,2426.9590399999997,0,71,2,5,0,1,511.2,0,2
4999,2,5897.986595,77835,74,2,30,1,4,43.618784000000005,3,1
5000,1,4617.391775,16764,61,13,79,0,7,292.8,0,1
5001,0,12521.42105,39007,105,29,16,0,2,1023.844984,3,0
5002,2,9079.823376999999,20290,113,6,75,0,3,766.519022,4,1
5003,2,7777.201669,46182,65,23,27,0,2,2.574682,3,1
5004,1,5601.68063,11920,74,20,27,0,7,355.2,1,1
5005,2,3459.037949,97162,86,0,63,0,1,32.715179,3,1
5006,1,9061.951591,42743,117,5,86,1,6,101.288057,1,1
5007,1,6866.093806999999,0,64,18,59,0,2,40.445859999999996,1,1
5008,1,2659.70565,0,87,4,4,3,1,420.04198099999996,1,1
5009,1,12332.51669,85789,105,18,54,2,2,122.302824,1,1
5010,2,21172.38983,0,82,24,86,0,2,588.269018,3,1
5011,2,3677.907634,31349,93,10,32,0,1,446.4,3,1
5012,1,9816.528301999999,37256,62,15,7,0,2,128.969729,1,1
5013,1,4922.165949,0,69,2,76,0,3,331.2,0,1
5014,2,7583.962264,0,102,27,29,0,5,848.161322,3,1
5015,1,2685.901421,58166,67,3,19,0,1,91.914969,1,1
5016,1,4132.58858,0,63,4,55,1,3,453.6,1,1
5017,1,8622.835375,97361,73,6,85,0,2,350.4,0,1
5018,0,15253.26436,51937,193,5,40,0,9,850.389259,3,2
5019,1,4277.560211,75921,106,32,4,0,1,609.680428,1,1
5020,2,20096.893369999998,92766,71,17,15,0,2,379.029102,3,0
5021,1,4770.550911,12964,65,2,37,0,4,362.77454500000005,1,1
5022,1,7025.6507599999995,48117,88,4,51,0,3,422.4,1,1
5023,1,8265.379176,0,77,17,41,0,2,554.4,0,2
5024,0,24552.8746,0,118,18,66,1,2,966.5410710000001,3,0
5025,2,4407.973120000001,66152,111,14,18,0,1,532.8,3,1
5026,2,2482.195895,31093,64,1,22,0,1,274.956819,3,1
5027,2,3858.8672060000004,0,107,15,58,1,1,513.6,3,1
5028,0,11572.10339,0,166,4,49,0,4,1195.2,3,1
5029,1,3645.464325,19121,95,1,18,0,1,915.1886470000001,1,2
5030,1,4362.772279,0,65,11,46,0,3,468.0,0,1
5031,2,10425.98532,68563,131,6,44,1,3,350.097052,3,2
5032,2,7025.0441900000005,24726,92,18,75,1,5,150.693773,3,1
5033,1,7388.733206999999,0,97,31,24,0,3,638.371157,1,1
5034,1,2927.734329,51991,73,4,95,0,1,124.376921,0,1
5035,1,8356.181097,0,118,25,29,0,7,153.17641899999998,0,1
5036,2,8718.056722,89096,111,1,50,0,3,64.98293000000001,3,0
5037,0,35227.299119999996,23031,148,26,76,0,2,710.4,3,1
5038,1,8697.882675,29540,73,3,23,0,2,350.4,0,1
5039,2,3554.845264,58557,88,4,83,0,1,55.510526,4,0
5040,1,2818.31302,88816,70,33,9,0,1,164.282841,1,1
5041,1,19045.50012,0,61,2,61,0,2,439.2,0,2
5042,2,2893.806196,61809,72,9,21,0,1,328.00485499999996,3,1
5043,0,14439.803130000002,58452,186,7,13,0,5,892.8,1,1
5044,1,5121.838914,57161,127,20,92,0,1,609.6,1,1
5045,1,2217.664193,0,65,11,69,0,1,111.872115,1,1
5046,2,2861.717418,90083,71,23,47,0,1,181.689191,3,1
5047,2,5979.724161,57693,76,16,56,0,3,547.2,3,1
5048,1,7377.231237999999,0,69,16,42,0,2,331.2,1,1
5049,2,6366.225775,44368,80,5,72,0,3,384.0,3,0
5050,1,8657.968597,68727,72,15,49,0,2,171.47583799999998,1,1
5051,2,11726.189209999999,40564,97,0,36,0,2,85.968142,4,2
5052,2,5780.182197,51066,74,23,0,0,8,787.993313,3,1
5053,2,10058.74013,0,92,30,81,0,2,640.229108,3,1
5054,1,7072.928970999999,90551,61,28,4,4,2,374.527412,1,2
5055,1,4787.206586,0,67,16,45,0,5,321.6,1,2
5056,1,3013.439451,21353,80,28,21,0,1,576.0,0,1
5057,2,3472.369996,0,102,25,48,0,1,976.1124560000001,3,1
5058,1,5380.898636,55350,67,0,13,0,9,321.6,1,1
5059,0,38230.210080000004,80321,105,25,1,0,2,166.972451,0,1
5060,1,5526.438886999999,94230,137,21,82,0,1,657.6,0,1
5061,1,4883.117399000001,53305,63,32,73,0,4,302.4,0,2
5062,0,14203.041780000001,55593,182,10,48,1,9,677.63589,1,1
5063,0,5745.41663,0,165,27,38,0,1,1853.202354,0,1
5064,1,9602.07966,0,94,12,3,0,2,676.8,1,1
5065,1,3199.75316,0,87,3,43,0,1,132.492438,0,1
5066,2,2758.3298170000003,22158,74,8,92,0,1,355.2,3,2
5067,1,2725.192659,81605,67,7,74,0,1,424.21918200000005,0,1
5068,2,5550.149947,62219,69,7,73,0,4,243.23878399999998,4,2
5069,1,2619.172388,15587,71,11,48,0,1,136.033828,0,1
5070,2,6265.343299,0,84,18,25,1,4,481.02578600000004,2,1
5071,0,12313.164840000001,0,116,7,57,0,2,835.2,1,1
5072,2,10552.42728,28505,88,0,93,0,2,422.4,3,0
5073,0,12022.38645,25918,104,7,30,0,2,996.775536,3,1
5074,0,9295.41115,0,261,33,44,0,1,2759.794354,3,1
5075,1,7440.92353,34137,62,6,9,0,2,297.6,0,1
5076,0,10302.902890000001,21839,137,2,70,0,8,657.6,0,1
5077,0,3508.569533,20978,98,19,96,1,1,1176.2788,1,2
5078,1,5761.3175329999995,83392,71,30,80,0,3,125.96193799999999,1,1
5079,2,10280.80787,73661,128,34,47,0,3,404.329477,3,1
5080,1,4783.917752,49793,121,3,55,0,1,640.835113,0,2
5081,1,2142.892273,0,65,3,71,0,1,686.774939,0,1
5082,2,8738.299629000001,91890,107,30,28,0,7,156.617415,2,2
5083,2,4468.2209,0,65,16,61,0,9,468.0,3,1
5084,1,11315.20373,11885,101,18,39,0,2,484.8,0,1
5085,0,21886.19626,43000,109,27,9,0,2,676.808053,0,1
5086,2,7681.551777,90043,63,12,21,0,2,203.226649,3,1
5087,1,16702.69914,0,72,34,46,0,2,345.6,1,1
5088,1,5015.009472,48567,130,12,15,0,1,624.0,0,1
5089,0,5776.338737,27510,159,5,28,3,1,871.457982,3,2
5090,2,2777.525403,59124,70,18,31,2,1,173.426207,4,2
5091,0,4127.4952539999995,0,119,20,89,3,1,856.8,1,1
5092,0,6670.850638,56531,170,34,24,3,1,816.0,3,1
5093,0,14741.760919999999,0,139,2,33,1,2,667.2,0,1
5094,0,38320.82017,45277,191,19,0,0,2,916.8,0,1
5095,1,2064.697955,0,65,12,57,3,1,368.828511,0,1
5096,1,5504.1390329999995,0,73,18,45,0,5,350.4,0,1
5097,2,5096.673223,22886,65,9,81,0,3,312.0,4,2
5098,2,7995.441263,66685,67,35,50,2,2,38.763897,3,0
5099,1,5674.136445,65775,72,16,98,0,4,171.42631799999998,1,1
5100,2,2886.232446,52972,74,3,68,0,1,355.2,2,1
5101,2,5794.682724,52979,72,14,53,0,4,345.6,4,2
5102,1,10706.66957,55436,67,7,44,0,2,321.6,0,2
5103,1,5320.614976,32116,132,10,42,0,1,277.351026,1,1
5104,2,20498.83124,56070,74,5,73,0,2,87.990528,4,1
5105,2,4628.280887,0,62,32,31,0,3,690.548602,3,1
5106,0,27287.500989999997,0,116,12,76,1,2,835.2,0,2
5107,1,4029.723325,93621,100,16,20,0,1,59.860273,0,0
5108,1,2744.083863,79192,70,11,74,0,1,336.0,0,2
5109,0,35444.31404,96853,98,34,68,0,2,565.504258,1,1
5110,2,2858.992036,0,83,25,91,4,1,355.385287,4,1
5111,1,5862.803295000001,75121,73,12,22,0,6,171.226873,1,2
5112,0,4031.539471,0,117,2,41,0,1,842.4,1,1
5113,1,7553.225006999999,69959,63,9,3,0,2,401.83892099999997,0,1
5114,1,16699.461580000003,81400,104,6,19,0,2,499.2,0,2
5115,2,3233.262049,0,98,33,87,1,1,705.6,3,1
5116,1,5640.729767,67523,72,35,21,0,7,345.237659,0,1
5117,2,8678.508294,62366,108,22,87,0,8,51.316527,3,1
5118,1,10339.59799,67134,131,5,63,1,6,277.44896800000004,0,1
5119,1,3746.751625,41479,94,14,38,1,1,19.575682999999998,1,0
5120,1,2571.260863,29697,66,0,58,4,1,316.8,1,1
5121,2,4428.031583,58577,110,6,62,0,1,303.872752,3,1
5122,2,7413.386729000001,0,106,7,44,0,4,508.8,3,1
5123,1,4768.955924,51144,61,28,32,1,9,223.305224,0,1
5124,2,6035.086336,29587,76,25,4,0,3,422.02466100000004,3,1
5125,0,16280.19859,0,157,17,1,0,2,753.6,3,1
5126,2,9024.199159,71499,112,25,61,0,5,537.6,4,2
5127,1,7495.676657999999,0,106,23,45,0,5,763.2,0,1
5128,0,12520.97907,0,126,4,59,0,2,907.2,1,1
5129,2,2552.038766,75740,64,13,11,0,1,128.516525,3,1
5130,2,16887.79708,53262,62,11,18,4,2,223.72051000000002,4,1
5131,1,3038.8299920000004,75180,77,15,30,3,1,154.907769,1,0
5132,2,4455.518101,31196,62,26,57,4,9,342.796508,3,2
5133,0,11972.782309999999,0,186,0,67,2,5,1441.843837,0,0
5134,1,8513.697414,34505,106,13,44,0,9,359.861348,0,2
5135,1,9085.204991,0,82,14,27,2,2,146.75708600000002,0,0
5136,0,24096.23695,0,97,1,40,0,2,1154.635974,0,1
5137,1,9095.049868,37937,116,11,42,0,5,556.8,1,1
5138,0,21418.35544,21897,139,19,67,0,2,667.2,1,1
5139,2,10714.21449,55994,92,19,75,2,2,441.6,3,1
5140,2,9986.661111,24067,132,12,2,0,6,633.6,3,1
5141,1,7908.669486,43630,99,33,30,0,3,475.2,1,1
5142,1,4869.596443,23811,130,20,8,0,1,624.0,1,0
5143,1,2121.647053,0,62,11,45,0,1,446.4,1,2
5144,1,6328.180924,0,100,17,21,2,4,648.3641719999999,0,2
5145,1,4340.858797,0,124,6,34,0,1,595.2,0,1
5146,1,6279.816729,50562,79,19,34,0,9,545.013504,0,1
5147,2,11981.98481,21514,62,0,59,0,2,257.248789,4,1
5148,0,22235.01011,80355,187,24,92,1,2,897.6,1,1
5149,2,8646.504109,64125,108,3,44,0,3,369.818708,3,0
5150,1,2444.3295350000003,83800,62,11,44,0,1,196.155575,1,1
5151,1,5070.352408,23840,64,32,66,0,7,307.2,1,2
5152,1,5647.145809000001,54834,72,23,13,0,8,186.191931,1,1
5153,1,13345.13545,80277,112,6,40,1,2,36.975673,0,1
5154,1,13297.63587,88430,66,7,17,1,2,316.8,1,1
5155,2,7031.785183,26255,88,21,4,0,3,52.752601,3,1
5156,2,3615.889805,0,95,16,1,0,1,684.0,3,1
5157,1,14120.035619999999,95715,119,0,52,2,2,148.98255,1,1
5158,2,2155.209879,0,70,22,67,3,1,336.0,3,1
5159,2,2748.851081,32437,69,4,73,0,1,473.36160199999995,4,1
5160,1,5087.015287,22726,65,25,73,0,3,312.0,0,1
5161,1,14031.703140000001,58092,72,7,56,1,2,202.24202,0,1
5162,1,8656.396659,83365,109,27,7,1,4,523.2,1,1
5163,1,4861.493017,12153,69,23,9,1,8,438.155584,1,0
5164,1,19174.63407,74028,118,10,16,0,2,53.076203,0,1
5165,2,7089.683959999999,52707,90,33,66,1,6,432.0,3,1
5166,2,6802.067129999999,47451,87,0,31,1,6,417.6,3,1
5167,1,2359.4235989999997,19864,63,22,96,0,1,352.394515,0,1
5168,2,15114.402409999999,28513,100,4,22,1,2,480.0,3,1
5169,2,2926.829158,26242,74,5,69,0,1,347.060173,3,1
5170,1,13014.23496,55067,110,3,21,1,2,353.098604,0,1
5171,1,7901.697919,62291,100,1,53,0,3,480.0,1,1
5172,0,13406.92021,25048,167,0,11,0,5,801.6,0,1
5173,1,6106.941981,16654,79,23,31,0,7,379.2,0,1
5174,2,12321.83615,26887,113,32,67,0,2,542.4,3,2
5175,1,19338.5293,22784,70,11,68,0,2,224.90423399999997,1,1
5176,2,5431.371279,49345,69,10,12,0,7,251.075981,3,1
5177,1,7329.828776,0,70,4,63,0,2,622.381217,1,1
5178,1,3484.1416409999997,34307,92,33,62,2,1,186.025014,0,1
5179,1,6964.051797,0,95,19,41,1,9,629.647822,1,1
5180,2,25253.10198,44096,72,28,65,1,2,345.6,4,2
5181,1,2523.654743,43204,64,31,19,3,1,246.065764,1,1
5182,1,17349.03226,0,92,3,7,0,2,441.6,0,1
5183,1,4058.668736,0,117,13,69,0,1,842.4,0,1
5184,1,4742.617289,78596,118,1,70,0,1,133.907696,0,1
5185,1,4363.599418,38925,112,10,48,0,1,241.304377,0,1
5186,2,9048.983447,0,119,9,8,0,3,571.2,3,1
5187,2,4210.096739,21885,108,7,29,0,1,52.339396,4,0
5188,1,5241.142484,48345,67,7,1,0,7,212.009825,0,0
5189,2,2481.842224,77993,62,26,10,0,1,297.6,3,1
5190,2,3585.9429950000003,25748,90,9,23,0,1,117.87116499999999,4,1
5191,1,5498.940679,22520,73,17,64,0,3,350.4,1,1
5192,2,10377.36842,0,95,1,69,0,2,579.452318,3,1
5193,1,2589.695091,0,73,6,11,0,1,350.4,1,1
5194,2,9312.585034,75986,115,11,44,0,3,89.11979699999999,3,1
5195,0,14396.242219999998,0,205,14,63,0,4,1476.0,3,1
5196,0,31920.769160000003,58542,114,29,82,0,2,129.985718,1,1
5197,1,4921.325084,43640,64,10,99,2,3,1.208908,0,1
5198,1,25805.50599,86901,72,24,73,0,2,313.36625499999997,1,1
5199,2,5963.818306,94115,74,28,41,0,8,409.089884,3,2
5200,0,8923.113112000001,0,125,22,80,0,9,900.0,3,2
5201,2,5214.971007,65375,65,9,84,0,3,6.07744,3,1
5202,1,12522.53868,44341,105,15,56,0,2,355.114822,0,1
5203,0,13897.38856,24378,188,18,34,0,5,902.4,0,1
5204,2,3372.420457,93489,84,16,72,0,1,104.280764,3,1
5205,1,7809.5154680000005,69161,97,19,71,0,8,341.431343,1,1
5206,0,12269.41862,60774,154,13,7,0,5,739.2,3,2
5207,1,3123.080994,0,101,1,83,4,1,960.115399,0,0
5208,2,8004.214781000001,54008,67,18,90,0,2,370.503286,3,1
5209,1,8105.872317,0,74,15,61,0,2,232.01349,0,1
5210,2,2758.703811,44619,68,35,45,0,1,283.66843900000003,3,1
5211,1,3707.282365,16476,101,29,25,0,1,313.885191,1,1
5212,2,30154.681080000002,73359,94,17,24,0,2,107.187926,4,1
5213,1,8099.838433,25949,104,0,28,0,3,499.2,0,2
5214,1,2921.490461,62018,73,2,59,0,1,90.094835,0,1
5215,0,14510.44376,41433,183,24,40,0,9,1317.6,3,1
5216,0,16793.9728,0,238,29,90,1,4,1142.4,1,0
5217,2,5332.462694,68931,66,32,30,0,7,309.577946,2,1
5218,0,10025.91827,0,141,25,27,0,3,1015.2,0,1
5219,1,6875.606133,0,104,24,49,0,6,748.8,1,1
5220,2,2272.30731,0,64,35,59,0,1,286.124652,4,1
5221,2,8923.154803,98044,73,5,53,0,2,347.336864,4,2
5222,2,16484.01644,91354,68,30,26,0,2,361.646987,3,1
